variant,cls,acc,dice,iou,prec,rec
single_noTTA,benign,0.9952850341795356,0.9570773718558729,0.9176877996778965,0.9535012454997136,0.960680423867929
single_noTTA,benign,0.9433593749998561,0.631233856546164,0.4611699811286672,0.5952782462046182,0.6718122224557584
single_noTTA,normal,1.0,1.0,1.0,1.0,1.0
single_noTTA,benign,0.9913330078123488,0.9577757954200432,0.9189728958617418,0.9425018288208595,0.9735529696222253
single_noTTA,normal,1.0,1.0,1.0,1.0,1.0
single_noTTA,malignant,0.8902282714842392,0.5788549350189797,0.40731586752314436,0.703071672353949,0.49194029850697313
single_noTTA,normal,0.9697113037107896,0.0,0.0,0.0,0.0
single_noTTA,benign,0.9928131103514111,0.8980740099526119,0.8150039277265712,0.829005193764167,0.979697828135129
single_noTTA,benign,0.9991607666014101,0.9259757738771739,0.8621553884495701,0.9124668434771229,0.9398907103568336
single_noTTA,benign,0.7234954833983271,0.1986467960906564,0.11027642755432303,0.9614726027356102,0.11076589239033842
single_noTTA,normal,1.0,1.0,1.0,1.0,1.0
single_noTTA,malignant,0.8091430664061265,0.46815205374586777,0.3056126131125822,0.3495238095235876,0.7086766220382226
single_noTTA,malignant,0.9350585937498573,0.8995657919574996,0.8174644021269439,0.9439381933434311,0.8591777857911742
